period,fragility,drawdown,connectivity,liquidations,mean_return
426,4.342944892599121e-10,0.0,-6.475558707658374e-12,99,
427,4.342944892599121e-10,0.0,-6.151780772275459e-12,99,
428,4.342944892599121e-10,0.0,-5.844191733661685e-12,99,
429,4.342944892599121e-10,0.0,-5.551982146978597e-12,99,
430,4.342944892599121e-10,0.0,-5.2743830396296675e-12,99,
431,4.342944892599121e-10,0.0,-5.010663887648179e-12,99,
432,4.342944892599121e-10,0.0,-4.76013069326576e-12,99,
433,4.342944892599121e-10,0.0,-4.5221241586024684e-12,99,
434,4.342944892599121e-10,0.0,-4.296017950672352e-12,99,
435,4.34294711304517e-10,0.0,-4.0812170531387346e-12,99,
436,4.3429437823760964e-10,0.0,-3.877156200481794e-12,99,
437,4.342944892599121e-10,0.0,-3.683298390457702e-12,99,
438,4.3429437823760964e-10,0.0,-3.4991334709348215e-12,99,
439,4.342944892599121e-10,0.0,-3.324176797388077e-12,99,
440,4.342944892599121e-10,0.0,-3.15796795751868e-12,99,
441,4.342944892599121e-10,0.0,-3.000069559642748e-12,99,
442,4.342944892599121e-10,0.0,-2.8500660816606105e-12,99,
443,4.34294711304517e-10,0.0,-2.70756277757758e-12,99,
444,4.342944892599121e-10,0.0,-2.572184638698699e-12,99,
445,4.342944892599121e-10,0.0,-2.443575406763762e-12,99,
446,4.342944892599121e-10,0.0,-2.3213966364255742e-12,99,
447,4.34294711304517e-10,0.0,-2.205326804604296e-12,99,
448,4.3429437823760964e-10,0.0,-2.0950604643740795e-12,99,
449,4.342944892599121e-10,0.0,-1.9903074411553785e-12,99,
450,4.34294711304517e-10,0.0,-1.890792069097605e-12,99,
451,4.342944892599121e-10,0.0,-1.7962524656427273e-12,99,
452,4.34294711304517e-10,0.0,-1.7064398423605919e-12,99,
453,4.3429437823760964e-10,0.0,-1.6211178502425607e-12,99,
454,4.342944892599121e-10,0.0,-1.5400619577304343e-12,99,
455,4.342944892599121e-10,0.0,-1.463058859843911e-12,99,
456,4.342944892599121e-10,0.0,-1.3899059168517168e-12,99,
457,4.342944892599121e-10,0.0,-1.3204106210091292e-12,99,
458,4.34294711304517e-10,0.0,-1.2543900899586727e-12,99,
459,4.34294711304517e-10,0.0,-1.1916705854607397e-12,99,
460,4.342944892599121e-10,0.0,-1.132087056187705e-12,99,
461,4.342944892599121e-10,0.0,-1.075482703378318e-12,99,
462,4.342944892599121e-10,0.0,-1.0217085682094024e-12,99,
463,4.342944892599121e-10,0.0,-9.70623139798934e-13,99,
464,4.342944892599121e-10,0.0,-9.220919828089863e-13,99,
465,4.342944892599121e-10,0.0,-8.759873836685362e-13,99,
466,4.3429437823760964e-10,0.0,-8.321880144851106e-13,99,
467,4.342944892599121e-10,0.0,-7.905786137608542e-13,99,
468,4.34294711304517e-10,0.0,-7.510496830728125e-13,99,
469,4.342944892599121e-10,0.0,-7.134971989191709e-13,99,
470,4.342944892599121e-10,0.0,-6.778223389732116e-13,99,
471,4.342944892599121e-10,0.0,-6.439312220245508e-13,99,
472,4.342944892599121e-10,0.0,-6.11734660923323e-13,99,
473,4.342944892599121e-10,0.0,-5.81147927877157e-13,99,
474,4.342944892599121e-10,0.0,-5.520905314832997e-13,99,
475,4.342944892599121e-10,0.0,-5.24486004909134e-13,99,
476,4.342944892599121e-10,0.0,-4.982617046636769e-13,99,
477,4.342944892599121e-10,0.0,-4.733486194304933e-13,99,
478,4.342944892599121e-10,0.0,-4.49681188458969e-13,99,
479,4.342944892599121e-10,0.0,-4.271971290360196e-13,99,
480,4.342944892599121e-10,0.0,-4.058372725842184e-13,99,
481,4.342944892599121e-10,0.0,-3.855454089550083e-13,99,
482,4.34294711304517e-10,0.0,-3.662681385072582e-13,99,
483,4.342944892599121e-10,0.0,-3.4795473158189517e-13,99,
484,4.342944892599121e-10,0.0,-3.3055699500280027e-13,99,
485,4.34294711304517e-10,0.0,-3.140291452526603e-13,99,
486,4.342944892599121e-10,0.0,-2.9832768799002725e-13,99,
487,4.34294711304517e-10,0.0,-2.834113035905255e-13,99,
488,4.342944892599121e-10,0.0,-2.6924073841099893e-13,99,
489,4.342944892599121e-10,0.0,-2.5577870149044906e-13,99,
490,4.34294711304517e-10,0.0,-2.4298976641592666e-13,99,
491,4.342944892599121e-10,0.0,-2.308402780951303e-13,99,
492,4.34294711304517e-10,0.0,-2.192982641903739e-13,99,
493,4.342944892599121e-10,0.0,-2.0833335098085523e-13,99,
494,4.342944892599121e-10,0.0,-1.9791668343181231e-13,99,
495,4.3429437823760964e-10,0.0,-1.8802084926022167e-13,99,
496,4.342944892599121e-10,0.0,-1.7861980679721033e-13,99,
497,4.342944892599121e-10,0.0,-1.6968881645735004e-13,99,
498,4.342944892599121e-10,0.0,-1.6120437563448253e-13,99,
499,4.342944892599121e-10,0.0,-1.5314415685275836e-13,99,
