date,PPLT
2013-02-11,165.889999
2013-02-08,168.529999
2013-02-07,168.88
2013-02-06,170.58
2013-02-05,167.86
2013-02-04,166.619995
2013-02-01,165.679993
2013-01-31,164.899994
2013-01-30,165.47
2013-01-29,164.82
2013-01-28,163.38
2013-01-25,166.55
2013-01-24,165.259995
2013-01-23,165.83
2013-01-22,166.539993
2013-01-18,163.639999
2013-01-17,166.36
2013-01-16,165.639999
2013-01-15,165.479996
2013-01-14,162.99
2013-01-11,160.179993
2013-01-10,159.86
2013-01-09,157.259995
2013-01-08,155.35
2013-01-07,152.86
2013-01-04,153.5
2013-01-03,153.639999
2013-01-02,153.699997
2012-12-31,151.36
2012-12-28,149.529999
2012-12-27,150.789993
2012-12-26,151.08
2012-12-24,150.86
2012-12-21,151.339996
2012-12-20,152.399994
2012-12-19,156.279999
2012-12-18,156.71
2012-12-17,158.02
2012-12-14,159.0
2012-12-13,158.699997
2012-12-12,160.61
2012-12-11,160.729996
2012-12-10,159.52
2012-12-07,158.039993
2012-12-06,157.179993
2012-12-05,155.6
2012-12-04,155.99
2012-12-03,157.99
2012-11-30,157.44
2012-11-29,158.300003
2012-11-28,157.839996
2012-11-27,158.490005
2012-11-26,158.679993
2012-11-23,159.63
2012-11-21,155.259995
2012-11-20,154.69
2012-11-19,155.25
2012-11-16,153.059998
2012-11-15,154.330002
2012-11-14,156.02
2012-11-13,155.699997
2012-11-12,153.889999
2012-11-09,153.169
2012-11-08,152.059998
2012-11-07,151.508
2012-11-06,152.759995
2012-11-05,151.809998
2012-11-02,151.899994
2012-11-01,154.33
2012-10-31,154.449997
2012-10-26,152.08
2012-10-25,154.179993
2012-10-24,153.02
2012-10-23,154.49
2012-10-22,158.08
2012-10-19,159.19
2012-10-18,161.199997
2012-10-17,163.779999
2012-10-16,161.759995
2012-10-15,161.149994
2012-10-12,162.509995
2012-10-11,165.199997
2012-10-10,164.5
2012-10-09,166.02
2012-10-08,166.539993
2012-10-05,167.589996
2012-10-04,169.22
2012-10-03,166.16
2012-10-02,165.07
2012-10-01,165.289993
2012-09-28,163.38
2012-09-27,162.33
2012-09-26,160.679993
2012-09-25,160.119995
2012-09-24,159.639999
2012-09-21,160.83
2012-09-20,159.91
2012-09-19,161.179993
2012-09-18,159.82
2012-09-17,163.699997
2012-09-14,167.985
2012-09-13,165.66
2012-09-12,162.339996
2012-09-11,157.889999
2012-09-10,156.559998
2012-09-07,156.809998
2012-09-06,155.949997
2012-09-05,154.58
2012-09-04,154.339996
2012-08-31,151.52
2012-08-30,148.509995
2012-08-29,149.199997
2012-08-28,149.3
2012-08-27,151.779999
2012-08-24,152.419998
2012-08-23,151.6
2012-08-22,151.36
2012-08-21,148.3
2012-08-20,146.979996
2012-08-17,145.279999
2012-08-16,142.139999
2012-08-15,137.309998
2012-08-14,137.44
2012-08-13,136.559998
2012-08-10,137.979996
2012-08-09,139.199997
2012-08-08,138.839996
2012-08-07,138.91
2012-08-06,138.21
2012-08-03,138.07
2012-08-02,136.369995
2012-08-01,137.74
2012-07-31,139.46
2012-07-30,139.5
2012-07-27,139.02
2012-07-26,138.410004
2012-07-25,137.779999
2012-07-24,136.5
2012-07-23,137.929993
2012-07-20,139.38
2012-07-19,139.779999
2012-07-18,138.869995
2012-07-17,139.36
2012-07-16,139.679993
2012-07-13,140.699997
2012-07-12,139.539993
2012-07-11,140.419998
2012-07-10,140.199997
2012-07-09,142.199997
2012-07-06,142.089996
2012-07-05,145.139999
2012-07-03,146.46
2012-07-02,143.339996
2012-06-29,142.66
2012-06-28,136.789993
2012-06-27,138.880005
2012-06-26,140.589996
2012-06-25,141.88
2012-06-22,141.419998
2012-06-21,141.679993
2012-06-20,143.44
2012-06-19,145.919998
2012-06-18,146.309998
2012-06-15,146.389999
2012-06-14,147.419998
2012-06-13,144.289993
2012-06-12,143.529999
2012-06-11,142.49
2012-06-08,141.33
2012-06-07,142.119995
2012-06-06,144.27
2012-06-05,141.839996
2012-06-04,141.16
2012-06-01,142.169998
2012-05-31,139.539993
2012-05-30,138.22
2012-05-29,140.699997
2012-05-25,141.07
2012-05-24,139.876
2012-05-23,140.5
2012-05-22,142.589996
2012-05-21,144.979996
2012-05-18,143.419998
2012-05-17,143.1
2012-05-16,140.96
2012-05-15,141.25
2012-05-14,141.839996
2012-05-11,144.429993
2012-05-10,146.589996
2012-05-09,147.679993
2012-05-08,149.059998
2012-05-07,150.699997
2012-05-04,150.639999
2012-05-03,151.029999
2012-05-02,154.1
2012-05-01,154.979996
2012-04-30,154.55
2012-04-27,155.059998
2012-04-26,154.619995
2012-04-25,153.259995
2012-04-24,152.36
2012-04-23,153.729996
2012-04-20,155.82
2012-04-19,155.679993
2012-04-18,155.339996
2012-04-17,156.139999
2012-04-16,155.339996
2012-04-13,156.139999
2012-04-12,158.07
2012-04-11,156.089996
2012-04-10,157.5
2012-04-09,159.039993
2012-04-05,158.179993
2012-04-04,157.7475
2012-04-03,162.039993
2012-04-02,162.97
2012-03-30,161.72
2012-03-29,160.57
2012-03-28,161.35
2012-03-27,163.149994
2012-03-26,162.63
2012-03-23,160.44
2012-03-22,159.74
2012-03-21,161.679993
2012-03-20,163.149994
2012-03-19,165.779999
2012-03-16,164.979996
2012-03-15,165.899994
2012-03-14,164.83
2012-03-13,166.52
2012-03-12,167.179993
2012-03-09,166.3
2012-03-08,163.559998
2012-03-07,160.94
2012-03-06,159.339996
2012-03-05,163.66
2012-03-02,167.419998
2012-03-01,167.919998
2012-02-29,165.619995
2012-02-28,169.74
2012-02-27,168.49
2012-02-24,169.059998
2012-02-23,170.32
2012-02-22,170.3
2012-02-21,166.539993
2012-02-17,161.119995
2012-02-16,160.369995
2012-02-15,161.339996
2012-02-14,160.99
2012-02-13,162.929993
2012-02-10,163.8
2012-02-09,163.449997
2012-02-08,164.5
2012-02-07,163.05
2012-02-06,160.6
2012-02-03,160.009995
2012-02-02,160.779999
2012-02-01,159.74
2012-01-31,156.86
2012-01-30,159.1
2012-01-27,160.149994
2012-01-26,159.02
2012-01-25,156.41
2012-01-24,152.88
2012-01-23,154.479996
2012-01-20,151.69
2012-01-19,150.309998
2012-01-18,150.539993
2012-01-17,150.32
2012-01-13,147.199997
2012-01-12,147.979996
2012-01-11,147.5697
2012-01-10,144.619995
2012-01-09,141.16
2012-01-06,138.559998
2012-01-05,139.83
2012-01-04,140.539993
2012-01-03,141.529999
2011-12-30,137.82
2011-12-29,135.449997
2011-12-28,136.86
2011-12-27,141.58
2011-12-23,141.0
2011-12-22,140.639999
2011-12-21,141.41
2011-12-20,141.36
2011-12-19,139.039993
2011-12-16,140.259995
2011-12-15,139.02
2011-12-14,140.16
2011-12-13,145.46
2011-12-12,146.88
2011-12-09,149.82
2011-12-08,147.6
2011-12-07,150.85
2011-12-06,150.939
2011-12-05,150.77
2011-12-02,152.789993
2011-12-01,154.399994
2011-11-30,153.899994
2011-11-29,151.789993
2011-11-28,152.449997
2011-11-25,151.21
2011-11-23,153.1
2011-11-22,155.139999
2011-11-21,153.02
2011-11-18,157.02
2011-11-17,156.679993
2011-11-16,160.13
2011-11-15,162.029999
2011-11-14,162.46
2011-11-11,162.52
2011-11-10,160.35
2011-11-09,161.16
2011-11-08,164.13
2011-11-07,164.07
2011-11-04,161.82
2011-11-03,162.21
2011-11-02,158.25
2011-11-01,157.24
2011-10-31,158.429993
2011-10-28,162.839996
2011-10-27,162.11
2011-10-26,157.949997
2011-10-25,154.49
2011-10-24,152.82
2011-10-21,149.559998
2011-10-20,147.779999
2011-10-19,150.089996
2011-10-18,152.0
2011-10-17,153.919998
2011-10-14,153.649994
2011-10-13,151.399994
2011-10-12,153.38
2011-10-11,150.46
2011-10-10,150.75
2011-10-07,147.6
2011-10-06,149.5
2011-10-05,147.029999
2011-10-04,145.789993
2011-10-03,148.229996
2011-09-30,150.32
2011-09-29,151.52
2011-09-28,150.71
2011-09-27,154.8
2011-09-26,153.57
2011-09-23,158.85
2011-09-22,167.05
2011-09-21,175.039993
2011-09-20,176.179993
2011-09-19,175.94
2011-09-16,179.059998
2011-09-15,177.13
2011-09-14,179.58
2011-09-13,179.75
2011-09-12,179.149994
2011-09-09,181.33
2011-09-08,184.289993
2011-09-07,180.38
2011-09-06,183.809998
2011-09-02,186.36
2011-09-01,183.399994
2011-08-31,182.75
2011-08-30,183.979996
2011-08-29,180.94
2011-08-26,181.33
2011-08-25,180.399994
2011-08-24,180.22
2011-08-23,184.66
2011-08-22,189.11
2011-08-19,185.699997
2011-08-18,182.779999
2011-08-17,181.880005
2011-08-16,180.199997
2011-08-15,179.119995
2011-08-12,178.199997
2011-08-11,176.839996
2011-08-10,175.41
2011-08-09,173.86
2011-08-08,170.539993
2011-08-05,170.039993
2011-08-04,170.5
2011-08-03,176.419998
2011-08-02,178.009995
2011-08-01,177.929993
2011-07-29,176.02
2011-07-28,177.229996
2011-07-27,178.55
2011-07-26,178.970001
2011-07-25,177.5
2011-07-22,177.71
2011-07-21,177.1
2011-07-20,175.899994
2011-07-19,175.539993
2011-07-18,175.94
2011-07-15,174.49
2011-07-14,175.44
2011-07-13,174.119995
2011-07-12,172.029999
2011-07-11,171.169998
2011-07-08,172.079
2011-07-07,173.07
2011-07-06,170.86
2011-07-05,172.399994
2011-07-01,170.429993
2011-06-30,171.13
2011-06-29,171.449997
2011-06-28,167.94
2011-06-27,166.119995
2011-06-24,167.1
2011-06-23,168.889999
2011-06-22,173.33
2011-06-21,173.339996
2011-06-20,171.69
2011-06-17,174.309998
2011-06-16,174.130005
2011-06-15,176.119995
2011-06-14,178.08
2011-06-13,178.509995
2011-06-10,181.119995
2011-06-09,182.66
2011-06-08,180.9292
2011-06-07,181.71
2011-06-06,179.6
2011-06-03,179.85
2011-06-02,180.139999
2011-06-01,180.449997
2011-05-31,181.66
2011-05-27,178.58
2011-05-26,175.86
2011-05-25,176.649994
2011-05-24,175.1
2011-05-23,174.110001
2011-05-20,176.02
2011-05-19,175.33
2011-05-18,175.57
2011-05-17,175.199997
2011-05-16,174.929993
2011-05-13,174.8789
2011-05-12,175.559998
2011-05-11,176.02
2011-05-10,178.679993
2011-05-09,178.1
2011-05-06,176.66
2011-05-05,174.399994
2011-05-04,180.868
2011-05-03,183.94
2011-05-02,184.5
2011-04-29,185.869995
2011-04-28,182.94
2011-04-27,181.419998
2011-04-26,178.7676
2011-04-25,181.089996
2011-04-21,180.399994
2011-04-20,178.940002
2011-04-19,175.779999
2011-04-18,177.05
2011-04-15,177.559998
2011-04-14,178.199997
2011-04-13,176.039993
2011-04-12,175.699997
2011-04-11,177.059998
2011-04-08,179.779999
2011-04-07,177.479996
2011-04-06,178.3
2011-04-05,177.91
2011-04-04,177.589996
2011-04-01,175.38
2011-03-31,175.759995
2011-03-30,175.82
2011-03-29,172.809998
2011-03-28,173.22
2011-03-25,173.479996
2011-03-24,173.88
2011-03-23,174.58
2011-03-22,172.75
2011-03-21,173.339996
2011-03-18,171.059998
2011-03-17,168.83
2011-03-16,168.160004
2011-03-15,168.88
2011-03-14,174.5
2011-03-11,176.44
2011-03-10,174.86
2011-03-09,179.139999
2011-03-08,179.199997
2011-03-07,180.919998
2011-03-04,183.0
2011-03-03,181.22
2011-03-02,183.82
2011-03-01,182.759995
2011-02-28,179.47
2011-02-25,179.399994
2011-02-24,176.88
2011-02-23,177.46
2011-02-22,177.77
2011-02-18,182.199997
2011-02-17,183.5
2011-02-16,181.94
2011-02-15,181.96
2011-02-14,181.94
2011-02-11,179.46
2011-02-10,181.66
2011-02-09,184.279999
2011-02-08,184.759995
2011-02-07,183.119995
2011-02-04,183.24
2011-02-03,182.529999
2011-02-02,182.300003
2011-02-01,181.699997
2011-01-31,178.24
2011-01-28,178.2499
2011-01-27,177.16
2011-01-26,179.97
2011-01-25,177.479996
2011-01-24,180.449997
2011-01-21,181.570007
2011-01-20,180.3
2011-01-19,182.16
2011-01-18,181.520004
2011-01-14,180.240005
2011-01-13,179.38
2011-01-12,179.119995
2011-01-11,176.0
2011-01-10,173.52
2011-01-07,172.279999
2011-01-06,172.16
2011-01-05,171.389999
2011-01-04,174.449997
2011-01-03,176.0
2010-12-31,176.11
2010-12-30,173.899994
2010-12-29,175.11
2010-12-28,175.039993
2010-12-27,172.839996
2010-12-23,170.699997
2010-12-22,171.679993
2010-12-21,171.49
2010-12-20,170.1
2010-12-17,169.5
2010-12-16,169.11
2010-12-15,168.889999
2010-12-14,170.22
2010-12-13,168.899994
2010-12-10,167.279999
2010-12-09,167.149994
2010-12-08,167.539993
2010-12-07,168.289993
2010-12-06,171.6
2010-12-03,171.85
2010-12-02,171.0
2010-12-01,168.0
2010-11-30,165.639999
2010-11-29,163.96
2010-11-26,164.039993
2010-11-24,165.119995
2010-11-23,164.369995
2010-11-22,165.38
2010-11-19,166.02
2010-11-18,165.69
2010-11-17,162.919998
2010-11-16,163.389999
2010-11-15,166.119995
2010-11-12,167.059998
2010-11-11,174.639999
2010-11-10,173.55
2010-11-09,174.645
2010-11-08,176.38
2010-11-05,176.125
2010-11-04,177.536
2010-11-03,169.52
2010-11-02,171.119995
2010-11-01,169.979996
2010-10-29,169.479996
2010-10-28,168.52
2010-10-27,167.149994
2010-10-26,169.6
2010-10-25,168.83
2010-10-22,166.869995
2010-10-21,167.02
2010-10-20,167.44
2010-10-19,165.559998
2010-10-18,168.929993
2010-10-15,169.039993
2010-10-14,170.535
2010-10-13,169.88
2010-10-12,167.399994
2010-10-11,167.815
2010-10-08,169.6
2010-10-07,168.82
2010-10-06,170.86
2010-10-05,169.169998
2010-10-04,166.289993
2010-10-01,167.52
2010-09-30,165.009995
2010-09-29,164.11
2010-09-28,163.089996
2010-09-27,162.52
2010-09-24,164.3
2010-09-23,163.479996
2010-09-22,162.460007
2010-09-21,162.1499
2010-09-20,161.889999
2010-09-17,160.539993
2010-09-16,160.47
2010-09-15,160.27
2010-09-14,158.6
2010-09-13,154.830002
2010-09-10,153.529999
2010-09-09,154.679993
2010-09-08,155.11
2010-09-07,154.889999
2010-09-03,154.740005
2010-09-02,154.229996
2010-09-01,152.869995
2010-08-31,151.74
2010-08-30,152.24
2010-08-27,152.895
2010-08-26,152.649994
2010-08-25,152.320007
2010-08-24,150.809998
2010-08-23,150.389999
2010-08-20,150.5
2010-08-19,152.07
2010-08-18,152.979996
2010-08-17,153.8
2010-08-16,152.949997
2010-08-13,151.705
2010-08-12,152.58
2010-08-11,151.289993
2010-08-10,153.815
2010-08-09,154.11
2010-08-06,157.11
2010-08-05,156.86
2010-08-04,157.869995
2010-08-03,157.419998
2010-08-02,159.61
2010-07-30,156.85
2010-07-29,155.6
2010-07-28,153.559998
2010-07-27,152.925
2010-07-26,154.36
2010-07-23,153.74
2010-07-22,151.97
2010-07-21,151.479996
2010-07-20,151.49
2010-07-19,150.809998
2010-07-16,150.759995
2010-07-15,152.58
2010-07-14,151.6
2010-07-13,152.1
2010-07-12,150.850006
2010-07-09,152.8699
2010-07-08,151.509995
2010-07-07,152.169998
2010-07-06,151.1999
2010-07-02,150.0
2010-07-01,149.979996
2010-06-30,152.570007
2010-06-29,153.619995
2010-06-28,155.759995
2010-06-25,156.66
2010-06-24,155.58
2010-06-23,156.679993
2010-06-22,158.21
2010-06-21,158.47
2010-06-18,158.83
2010-06-17,157.309998
2010-06-16,156.47
2010-06-15,157.11
2010-06-14,155.529999
2010-06-11,153.309998
2010-06-10,153.0999
2010-06-09,152.449997
2010-06-08,152.3362
2010-06-07,150.669998
2010-06-04,151.009995
2010-06-03,154.1
2010-06-02,154.889999
2010-06-01,154.32
2010-05-28,154.399994
2010-05-27,155.99
2010-05-26,152.19
2010-05-25,150.61
2010-05-24,152.83
2010-05-21,150.16
2010-05-20,151.66
2010-05-19,159.699997
2010-05-18,166.5
2010-05-17,166.259995
2010-05-14,171.58
2010-05-13,173.288
2010-05-12,174.199997
2010-05-11,169.58
2010-05-10,169.160004
2010-05-07,166.21
2010-05-06,164.529999
2010-05-05,164.389999
2010-05-04,166.99
2010-05-03,172.08
2010-04-30,173.5499
2010-04-29,172.69
2010-04-28,170.699997
2010-04-27,171.949997
2010-04-26,174.3
2010-04-23,173.83
2010-04-22,174.3
2010-04-21,173.0999
2010-04-20,171.32
2010-04-19,169.66
2010-04-16,169.0
2010-04-15,171.74
2010-04-14,172.529999
2010-04-13,171.36
2010-04-12,172.19
2010-04-09,172.49
2010-04-08,171.1599
2010-04-07,170.179993
2010-04-06,170.039993
2010-04-05,170.429993
2010-04-01,166.77
2010-03-31,164.289993
2010-03-30,161.9499
2010-03-29,162.8
2010-03-26,159.529999
2010-03-25,160.02
2010-03-24,157.72
2010-03-23,160.729996
2010-03-22,159.559998
2010-03-19,160.7699
2010-03-18,162.529999
2010-03-17,162.679993
2010-03-16,163.08
2010-03-15,161.99
2010-03-12,160.539993
2010-03-11,161.02
2010-03-10,159.38
2010-03-09,158.91
2010-03-08,159.82
2010-03-05,157.619995
2010-03-04,158.21
2010-03-03,157.75
2010-03-02,157.0
2010-03-01,154.649994
2010-02-26,154.08
2010-02-25,153.1099
2010-02-24,150.369995
2010-02-23,151.46
2010-02-22,152.57
2010-02-19,153.369995
2010-02-18,153.229996
2010-02-17,153.119995
2010-02-16,153.699997
2010-02-12,151.449997
2010-02-11,152.94
2010-02-10,151.339996
2010-02-09,150.25
2010-02-08,147.1
2010-02-05,148.02
2010-02-04,150.41
2010-02-03,157.699997
2010-02-02,158.399994
2010-02-01,155.059998
2010-01-29,150.47
2010-01-28,151.21
2010-01-27,149.99
2010-01-26,153.52
2010-01-25,155.19
2010-01-22,154.88
2010-01-21,159.789993
2010-01-20,163.22
2010-01-19,165.119995
2010-01-15,160.25
2010-01-14,161.449997
2010-01-13,158.029999
2010-01-12,157.16
2010-01-11,160.21
2010-01-08,159.0
